village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Kakat Pur,396993,Mahakalapada,Kendrapara,1304877.4476523276,1.3048774476523275,4682143.8001080835,3633475.056487576,0.07177633711317719,0.07177633711317719,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jamboo,396057,Mahakalapada,Kendrapara,13014426.258615619,13.014426258615618,4688962.346069246,3627772.325632668,0.7242782284491097,0.7242782284491097,HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sugal,397021,Mahakalapada,Kendrapara,1561196.0201126162,1.5611960201126163,4684431.6237218315,3631976.08205817,0.08605941121064158,0.08605941121064158,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhitarsubala,397079,Mahakalapada,Kendrapara,1521420.8371217686,1.5214208371217686,4683060.357400311,3627252.820392221,0.0838429823329156,0.0838429823329156,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Maladhia,397004,Mahakalapada,Kendrapara,2216296.6036073347,2.2162966036073346,4689397.671178215,3634683.4993504216,0.12256417980986926,0.12256417980986926,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badatota Chhapali,397077,Mahakalapada,Kendrapara,5925474.894483451,5.925474894483451,4684929.313573762,3626864.619502508,0.3292541120327783,0.3292541120327783,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bara Danga,397067,Mahakalapada,Kendrapara,2547682.8942453098,2.54768289424531,4681779.608469089,3628892.1204246427,0.14103032098190385,0.14103032098190385,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kalatunga,396995,Mahakalapada,Kendrapara,3836814.413011739,3.836814413011739,4684440.322170383,3633690.222243706,0.21286577491402336,0.21286577491402336,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pankapal,397073,Mahakalapada,Kendrapara,1414835.4266133995,1.4148354266133996,4683894.03198264,3628815.2030624417,0.07790362608031492,0.07790362608031492,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baliganda Ratanpur,396997,Mahakalapada,Kendrapara,1824606.9999361134,1.8246069999361134,4683416.323407933,3635336.111650136,0.10073770200631772,0.10073770200631772,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Radia,397028,Mahakalapada,Kendrapara,1376013.7089810276,1.3760137089810276,4681860.3028925415,3630820.6327474844,0.07574032802426042,0.07574032802426042,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kharianta,397023,Mahakalapada,Kendrapara,1277504.598858565,1.2775045988585652,4682971.681112416,3631655.978995316,0.07025101484008842,0.07025101484008842,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhateni,397075,Mahakalapada,Kendrapara,4723293.468712371,4.723293468712371,4686849.968664739,3627920.681774264,0.26226385760810533,0.26226385760810533,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badamatha,397080,Mahakalapada,Kendrapara,1677650.504818102,1.677650504818102,4682694.722271972,3628312.293185883,0.09254871090541178,0.09254871090541178,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bagagahan,397074,Mahakalapada,Kendrapara,1791077.7570701288,1.7910777570701288,4685406.581019624,3628728.5733036255,0.09886932135918014,0.09886932135918014,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kansapal,397076,Mahakalapada,Kendrapara,1174140.3735645884,1.1741403735645883,4685534.7355120415,3627765.4613118498,0.06449115563546678,0.06449115563546678,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kansara,397071,Mahakalapada,Kendrapara,1836928.1725346718,1.8369281725346718,4683514.466428646,3629876.0120097944,0.10142428596901563,0.10142428596901563,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badadandua,397072,Mahakalapada,Kendrapara,971147.9936845043,0.9711479936845043,4685106.110303656,3629838.358395088,0.05317962570917916,0.05317962570917916,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bala Bhadrapur,397068,Mahakalapada,Kendrapara,470544.85747269145,0.4705448574726914,4682576.351299898,3629719.652560118,0.025284059581039346,0.025284059581039346,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Guludia,397022,Mahakalapada,Kendrapara,1633384.44312425,1.6333844431242501,4683347.107481279,3632675.6967229047,0.090082032688896,0.090082032688896,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sana Rahama,396991,Mahakalapada,Kendrapara,2435055.8184435535,2.4350558184435536,4680752.989617492,3634551.012897498,0.13475429949186357,0.13475429949186357,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bahar Subala,397029,Mahakalapada,Kendrapara,1962940.019383346,1.962940019383346,4680819.178301404,3629897.279866087,0.10844615929025846,0.10844615929025846,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhuinpada,397002,Mahakalapada,Kendrapara,2112080.5608891556,2.1120805608891557,4686911.501462929,3634234.568323526,0.1167568540043275,0.1167568540043275,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badapal,397020,Mahakalapada,Kendrapara,826918.7650889558,0.8269187650889558,4684551.279906437,3631060.4158973875,0.045142608573522675,0.045142608573522675,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sankachit,397003,Mahakalapada,Kendrapara,2129435.042753431,2.129435042753431,4687973.264985228,3634912.3291383004,0.11772391365986201,0.11772391365986201,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tarapada,397070,Mahakalapada,Kendrapara,1141327.0284207587,1.1413270284207586,4683734.731527484,3631002.1463863235,0.06266266761145672,0.06266266761145672,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kandara Patia,396056,Mahakalapada,Kendrapara,1855803.617250717,1.855803617250717,4689602.889515379,3631467.2712556277,0.10247609962775328,0.10247609962775328,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nalitapatia,395760,Rajnagar,Kendrapara,909605.6549491653,0.9096056549491653,4698978.9384130575,3663920.181268104,0.04975024571595107,0.04975024571595107,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kantilo,397019,Mahakalapada,Kendrapara,1663458.551039203,1.663458551039203,4685522.882288385,3631386.6917688805,0.09175787969304144,0.09175787969304144,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bada Baincha,397024,Mahakalapada,Kendrapara,1534703.221516413,1.534703221516413,4681818.491017524,3631888.3826277843,0.08458312877910847,0.08458312877910847,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kholanai,397025,Mahakalapada,Kendrapara,937361.2139964732,0.9373612139964732,4681235.483547288,3632452.7290136656,0.051296894102308886,0.051296894102308886,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kiabaria,397111,Mahakalapada,Kendrapara,971026.4178837948,0.9710264178837947,4681388.963714361,3624723.056616001,0.05317285102971163,0.05317285102971163,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gogua,396996,Mahakalapada,Kendrapara,2137082.0557418084,2.1370820557418084,4682471.817087011,3634621.3176531713,0.11815003515425428,0.11815003515425428,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Panikhia,397000,Mahakalapada,Kendrapara,1669980.916550153,1.669980916550153,4686017.222397294,3634889.6724416357,0.09212133142808135,0.09212133142808135,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bandha Para,396994,Mahakalapada,Kendrapara,646843.169531168,0.6468431695311679,4682343.0330516305,3633420.876556111,0.03510809156677945,0.03510809156677945,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baligarh,397131,Mahakalapada,Kendrapara,1629512.982375612,1.629512982375612,4690989.81020901,3622890.3723735614,0.0898662997429473,0.0898662997429473,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hariabanka,397129,Mahakalapada,Kendrapara,473863.0309034821,0.4738630309034821,4687373.099255772,3623171.5074773673,0.025468961192051415,0.025468961192051415,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Suniti Bena Kandha,397017,Mahakalapada,Kendrapara,15465671.69699945,15.465671696999449,4687681.835006523,3632002.9194406224,0.86087121853738,0.86087121853738,VERY HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bana Pada,397016,Mahakalapada,Kendrapara,3351283.22316234,3.35128322316234,4690958.556347212,3634452.1660040272,0.18581007662932952,0.18581007662932952,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khamarsahi,395761,Rajnagar,Kendrapara,396762.45131806796,0.396762451318068,4699677.989361169,3664106.9248302877,0.02117261512315103,0.02117261512315103,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gobardhanpur,396025,Rajnagar,Kendrapara,2614149.9985203473,2.614149998520347,4689814.98395196,3640289.363374397,0.1447341281867108,0.1447341281867108,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Koilipur,396042,Rajnagar,Kendrapara,818814.5176231862,0.8188145176231862,4689285.512400429,3639156.535597316,0.04469100818441818,0.04469100818441818,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rata Panga,397014,Mahakalapada,Kendrapara,1264055.5231725245,1.2640555231725246,4690244.387795994,3636382.3442004877,0.06950157970270333,0.06950157970270333,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhatapara,395943,Rajnagar,Kendrapara,1182105.9141645883,1.1821059141645882,4686029.264017967,3646204.0432683835,0.064935026735107,0.064935026735107,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Maliabuda,395949,Rajnagar,Kendrapara,1279072.2734905372,1.279072273490537,4689302.42811835,3645865.5453614197,0.07033837180651598,0.07033837180651598,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jayapur,396024,Rajnagar,Kendrapara,1713843.2195352083,1.7138432195352082,4691069.944467354,3640867.394390675,0.0945655106290171,0.0945655106290171,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tarapada,395997,Rajnagar,Kendrapara,1487257.797685624,1.487257797685624,4690095.6901649665,3643371.665804944,0.08193928406018647,0.08193928406018647,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badkota,396005,Rajnagar,Kendrapara,1018966.1147889345,1.0189661147889344,4687908.440751025,3641314.9972843844,0.05584423857893878,0.05584423857893878,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Taradeipur,396040,Rajnagar,Kendrapara,545385.3238544391,0.545385323854439,4688718.074144227,3637654.353888963,0.02945446329606825,0.02945446329606825,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Doligan,396998,Mahakalapada,Kendrapara,1193811.2133832958,1.1938112133832959,4684488.744006004,3635380.393949085,0.0655872918225294,0.0655872918225294,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Isani Palla,396032,Rajnagar,Kendrapara,763246.4446888736,0.7632464446888736,4685840.150984536,3637658.2006491567,0.04159453766511136,0.04159453766511136,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tetelenga,396027,Rajnagar,Kendrapara,1617781.7067147517,1.6177817067147517,4687865.115564043,3640087.618431797,0.08921258714649545,0.08921258714649545,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balarampur,396009,Rajnagar,Kendrapara,1759514.7181917313,1.7595147181917312,4691562.623018492,3642265.8971672007,0.09711050529402299,0.09711050529402299,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Praharajpur,396043,Rajnagar,Kendrapara,1897038.3792704544,1.8970383792704544,4690820.083048886,3639343.2532321396,0.10477386196181304,0.10477386196181304,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Arakhadiha,396006,Rajnagar,Kendrapara,783290.5396271544,0.7832905396271543,4688913.857028122,3641688.0559339677,0.04271147308837036,0.04271147308837036,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mangalpur,395909,Rajnagar,Kendrapara,361983.6260373091,0.3619836260373091,4689942.455773526,3647964.3432855303,0.01923460285295236,0.01923460285295236,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Garjang,397001,Mahakalapada,Kendrapara,611040.9410254443,0.6110409410254443,4686777.846933745,3636021.4579524677,0.033113051263249246,0.033113051263249246,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Odiasala,397012,Mahakalapada,Kendrapara,481532.6243640405,0.4815326243640405,4691758.790061724,3635821.681902851,0.02589634095873436,0.02589634095873436,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Basantpur,396037,Rajnagar,Kendrapara,1012238.6022957552,1.0122386022957552,4687409.852986431,3637036.0465987343,0.0554693552510965,0.0554693552510965,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Inkiria,396038,Rajnagar,Kendrapara,581749.2463927031,0.5817492463927032,4687816.436138298,3637597.94463739,0.03148080338958196,0.03148080338958196,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gankalu Para,396030,Rajnagar,Kendrapara,882473.1301279415,0.8824731301279415,4687322.523264058,3638238.594880884,0.048238315235248685,0.048238315235248685,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Duttapur,396041,Rajnagar,Kendrapara,652839.6355179627,0.6528396355179628,4689244.814757977,3638451.946312844,0.03544223812194406,0.03544223812194406,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
