village,vlcode,block,district,nccr_total_coast_km,nccr_high_erosion_km,nccr_moderate_erosion_km,nccr_low_erosion_km,nccr_stable_km,nccr_low_accretion_km,nccr_moderate_accretion_km,nccr_high_accretion_km,erosion_baseline_score,coastal_hazard_baseline,erosion_data_source,erosion_resolution,village_erosion_rate_available
Sila Pokhari,395818,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajendranarayanpur,395805,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jaduchandrapur,395903,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Brahmanikholha,395895,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kusunpur,395853,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nalajodi,395867,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gupti,395838,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Daenigiri,395754,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Daruora,395846,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jhadamala,395755,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ghadiamal,395844,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandhamala,395751,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagan,395843,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dibakarpur,395842,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ghusuria,395738,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Charipokharia,395739,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Biswanathpur,395742,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Iswarpur,395813,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Righa Garh,395812,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kujipur,395730,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Subhadraprasad Dia,395734,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gharabhanjakola,395737,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuakhunta,395819,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balabhadrapur,395823,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gumura,395826,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gajarajpur,395740,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gobindakana,395735,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dighi,395814,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tarapada,395731,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kantipokhari,395727,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Iswarpur,395682,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Arjunpur,395840,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Taneipada,395679,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pitanda,395820,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagaon Satagan,395905,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baliora,395883,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopinathpur,395906,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kendukolha,395888,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bedhuakolha,395851,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balabhadraprasad Dia,395689,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhitarkanika,395806,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hansina Dia,395848,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Debendranarayanpur,395875,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sangopalpur,395889,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Matia,395611,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Porala,395669,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Satagharia,395659,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ektala,395612,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mahurigan,395613,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Deuli,395617,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baranga,395622,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Taras,395624,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ostia,395614,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Saradaprasad,395762,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Langalabhanja,395610,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Endulapur,395684,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gokarneswar,395663,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kantapada,395664,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badagara,395665,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kalikapur,395668,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Burudia,395623,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bajarpur,395685,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Cherantapada,395667,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Panki,395607,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gunthala,395604,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Upulei,395680,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Olaver,395656,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hariharpursasan,395672,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajendranarayanpur,395802,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ganja,395660,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghuasuni,395621,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bangarakuan,395616,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gualigan,395615,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gobindapur,395633,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sialia,395625,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badataila,395628,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jagulaipada,395630,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barada,395627,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Arasa,395626,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sikudi,395619,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bahadiha,395609,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manapur,395605,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Malisahada,395673,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kalisipada,395674,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pimpudi,395670,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gangadharpur,395666,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balibhanda,395654,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Madhupara,395677,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Patuli,395636,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mantapara,395678,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pratappur,395637,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Akhulipada,395671,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balarampur,395635,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghabuda,395629,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Govindpur,395803,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Safalanga,395634,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pegarapada,395639,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nahuni,395638,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Achinta,395631,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Domanda Kaema,395606,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagan,395608,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Upulei Dia,395681,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanataila,395632,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagan,395686,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Durgaprasad,395801,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ragadapatia,395800,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bankual,395799,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dangamal,395766,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Trilochanpur,395765,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kamalpur,395764,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badhadia,395763,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Laxmiprasad Dia,395687,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Asoka Dia,395688,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanhupur,396072,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Banipal,396067,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rangani,395797,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narayanpur,395796,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Udyan,395784,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Paramanandapur,395880,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mohanpur,395879,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Govindapur,395878,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dalei Sahi,395785,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ananta Keshari,395782,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ahirajpur,396063,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sir Rajendrapur,396065,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rabindrapalli,396070,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Krishnanagar,395770,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
