id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
68,68,31627.0,Kilayikode,627160,Kayyur-Cheemeni,13,Nileshwar,4,Hosdurg,5631,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,839.0,3251.0,3.87485101,714.0,1504.0,1747.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,243.0,182.0,0.0,99.0,32.0,0.0,51.0,Kanhangad,28.0,13038.722607317852,13038.722607317852,7900595.14986142,Administrative Boundary,Survey of India (SOI),Kerala,12.24797956757919,75.17491028879367
73,73,31632.0,Padne,627163,"Padne,Valiyaparamba","06, 07",Nileshwar,4,Hosdurg,5631,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,3776.0,21009.0,5.56382415,1306.0,9568.0,11441.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,253.0,672.0,124.0,512.0,36.0,0.0,0.0,Payyannur,13.0,20259.351826290276,20259.351826290276,15214597.92616094,Administrative Boundary,Survey of India (SOI),Kerala,12.178937998139945,75.13912895400955
116,116,31675.0,Palavayal,627148,East Eleri,10,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2371.0,9923.0,4.18515394,2999.0,4946.0,4977.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,18.0,359.0,0.0,0.0,4.0,33.0,10.0,10.0,2574.0,829.0,1760.0,0.0,1012.0,200.0,0.0,547.0,Kanhangad,50.0,28691.012697568585,28691.012697568585,36033051.82459733,Administrative Boundary,Survey of India (SOI),Kerala,12.316289104959258,75.39218329845079
82,82,31641.0,Udinoor,627164,"Padne,Valiyaparamba","06, 07",Nileshwar,4,Hosdurg,5631,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2621.0,11401.0,4.34986646,1257.0,5309.0,6092.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,96.0,715.0,56.0,633.0,25.0,0.0,0.0,Payyannur,12.0,22074.582110007443,22074.582110007443,13355329.107043965,Administrative Boundary,Survey of India (SOI),Kerala,12.14624385118358,75.15976794750685
99,99,31658.0,West Eleri,627147,West Eleri,09,Nileshwar,4,Vellarikkundu,5933,Kanhangad,Kasaragod,558,Kasaragod,KL,32, ,India,Rural,2656.0,10656.0,4.01204819,2528.0,5315.0,5341.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,72.0,8.0,0.0,0.0,0.0,57.0,0.0,0.0,2391.0,2237.0,154.0,0.0,52.0,38.0,0.0,63.0,Kanhangad,42.0,34519.60159638679,34519.60159638679,40514498.43129599,Administrative Boundary,Survey of India (SOI),Kerala,12.344748443050296,75.33417635289004
368,368,34817.0,Alayamon,628402,Alayamon,14,Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,3261.0,12219.0,3.74701012,1671.0,5734.0,6485.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,349.0,31.0,0.0,0.0,0.0,0.0,14.0,14.0,1263.0,910.0,381.0,0.0,200.0,103.0,0.0,78.0,Punalur,14.0,38129.72831988658,38129.72831988658,30731011.50658833,Administrative Boundary,Survey of India (SOI),Kerala,8.902213323990713,76.95639459403378
350,350,34799.0,Channappetta,628403,"Alayamon,Kulathupuzha, Ittiva, Chithara","14, 09, 79, 80",Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,2276.0,8518.0,3.74253076,2440.0,3946.0,4572.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,1092.0,271.0,2.0,0.0,0.0,10.0,5.0,5.0,1060.0,1063.0,2.0,0.0,2.0,0.0,0.0,0.0,Punalur,20.0,29981.45142189876,29981.45142189876,32948867.88386524,Administrative Boundary,Survey of India (SOI),Kerala,8.86610254023936,76.98969839461508
459,459,34908.0,Edamon,628391,Thenmala,07,Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,3284.0,12029.0,3.66291108,5685.0,5652.0,6377.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,2923.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,2477.0,2312.0,166.0,0.0,0.0,0.0,0.0,166.0,Punalur,7.0,56576.932325483984,56576.932325483984,93386171.90421182,Administrative Boundary,Survey of India (SOI),Kerala,9.048906629045923,77.00878098473073
355,355,34804.0,Eroor,628401,Eroor,10,Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,5486.0,20640.0,3.76230405,2224.0,9600.0,11040.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,428.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,1749.0,21.0,0.0,0.0,12.0,0.0,9.0,Punalur,15.0,31836.42886061774,31836.42886061774,22252941.78178504,Administrative Boundary,Survey of India (SOI),Kerala,8.931968633388877,76.95276669542824
452,452,34901.0,Kulathupuzha,628394,Kulathupuzha,09,Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,4145.0,15931.0,3.84342581,33521.0,7619.0,8312.0,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,31174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0,2332.0,15.0,0.0,10.0,0.0,0.0,5.0,Punalur,30.0,100081.85939785972,100081.85939785972,325760605.00214493,Administrative Boundary,Survey of India (SOI),Kerala,8.869788581848463,77.1483248570377
458,458,34907.0,Thenmala,628392,"Thenmala, Arienkavu","07, 08",Anchal,133,Punalur,5947,Punalur,Kollam,559,Kollam,KL,32, ,India,Rural,3212.0,11366.0,3.53860523,13764.0,5402.0,5964.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,10885.0,2805.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,64.0,10.0,0.0,0.0,10.0,0.0,0.0,Punalur,20.0,49058.315103680005,49058.315103680005,103974322.51564708,Administrative Boundary,Survey of India (SOI),Kerala,9.027627146890458,77.06540293026852
370,370,34819.0,Elamad,628418,Elamad,12,Chadayamangalam,134,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,7078.0,27248.0,3.84967505,3016.0,12783.0,14465.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,1426.0,272.0,0.0,160.0,0.0,0.0,112.0,Punalur,25.0,35453.658327726225,35453.658327726225,29834134.16677386,Administrative Boundary,Survey of India (SOI),Kerala,8.901934278294215,76.82242392950658
362,362,34811.0,Kadakkal,628425,Kadakkal,16,Chadayamangalam,134,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,8279.0,30719.0,3.71047228,2948.0,14110.0,16609.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.0,2726.0,143.0,22.0,39.0,81.0,0.0,0.0,Kollam,55.0,28107.594130427744,28107.594130427744,33602720.25793817,Administrative Boundary,Survey of India (SOI),Kerala,8.834659183207128,76.91560569750273
360,360,34809.0,Kummil,628427,Kummil,18,Chadayamangalam,134,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,5301.0,20383.0,3.84512356,1946.0,9257.0,11126.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,97.0,0.0,0.0,0.0,7.0,5.0,5.0,1835.0,1672.0,170.0,0.0,25.0,13.0,0.0,132.0,Attingal,25.0,20155.118288150323,20155.118288150323,17911113.25066376,Administrative Boundary,Survey of India (SOI),Kerala,8.792224221314154,76.92777805948025
359,359,34808.0,Mancode,628428,Chithara,80,Chadayamangalam,134,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,6531.0,24988.0,3.82606033,2447.0,11574.0,13414.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,77.0,14.0,0.0,6.0,14.0,4.0,4.0,2328.0,1642.0,700.0,0.0,100.0,31.0,0.0,570.0,Punalur,28.0,30396.72438645608,30396.72438645608,31646714.303924624,Administrative Boundary,Survey of India (SOI),Kerala,8.792664516421143,76.97797955573614
413,413,34862.0,Thekkumbhagom,628362,Thekkumbhagom,05,Chavara,130,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,4388.0,16937.0,3.85984503,1660.0,8056.0,8881.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Available,Available,Available,Available,0.0,1148.0,4.0,0.0,0.0,2.0,0.0,0.0,507.0,455.0,51.0,0.0,51.0,0.0,0.0,0.0,Kollam,15.0,17639.735175573238,17639.735175573238,15047769.928333772,Administrative Boundary,Survey of India (SOI),Kerala,8.961965189290524,76.56504642463149
416,416,34865.0,Thevalakkara,628361,Thevalakkara,04,Chavara,130,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,10473.0,42977.0,4.10359973,1692.0,20278.0,22699.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,613.0,124.0,0.0,77.0,12.0,0.0,35.0,Kollam,22.0,22885.524560549075,22885.524560549075,17526778.286949188,Administrative Boundary,Survey of India (SOI),Kerala,9.00479776337384,76.57577642985018
410,410,34859.0,Kizhakkekallada,628432,"Kizhakkekallada,Mundrothuruth","02, 01",Chittumala,137,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,5603.0,21820.0,3.89434232,1302.0,10292.0,11528.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Available,Not Available,Available,0.0,273.0,0.0,0.0,0.0,50.0,50.0,50.0,854.0,926.0,53.0,4.0,2.0,36.0,0.0,10.0,Kollam,22.0,24827.746357737844,24827.746357737844,12705303.618912982,Administrative Boundary,Survey of India (SOI),Kerala,9.010120374852896,76.6534245496884
414,414,34863.0,Mulavana,628433,"Perayam, Kundara","04, 03",Chittumala,137,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,9289.0,35887.0,3.8633868,2674.0,17038.0,18849.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Available,Available,0.0,1679.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,254.0,741.0,142.0,0.0,599.0,0.0,0.0,Kollam,12.0,29770.89288283865,29770.89288283865,28316680.413908266,Administrative Boundary,Survey of India (SOI),Kerala,8.9813385580251,76.66417530365374
415,415,34864.0,Mundrothuruth,628431,Mundrothuruth,01,Chittumala,137,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,2407.0,9054.0,3.76152887,1337.0,4318.0,4736.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1074.0,0.0,1337.0,0.0,0.0,413.0,0.0,924.0,Kollam,21.0,19484.21320489265,19484.21320489265,13277077.675459154,Administrative Boundary,Survey of India (SOI),Kerala,8.989976915656136,76.60496440102752
349,349,34798.0,Chirakkara,628435,"Chirakkara, Kalluvathukkal, Chathannur, Poothakkulam","06, 09, 07, 08",Ithikkara,138,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,4516.0,17342.0,3.840124,1270.0,8007.0,9335.0,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,56.0,299.0,191.0,45.0,0.0,0.0,63.0,Kollam,3.0,21277.144951244136,21277.144951244136,11501580.076311383,Administrative Boundary,Survey of India (SOI),Kerala,8.830495448443868,76.71517517977821
369,369,34818.0,Pallimon,628434,Nedumpana,05,Ithikkara,138,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,5069.0,20677.0,4.07910831,1432.0,9850.0,10827.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,186.0,0.0,0.0,0.0,35.0,0.0,0.0,1210.0,1013.0,197.0,0.0,0.0,0.0,0.0,197.0,Kollam,17.0,21592.51951795034,21592.51951795034,14070292.136238605,Administrative Boundary,Survey of India (SOI),Kerala,8.901278430107235,76.7213319792715
393,393,34842.0,Paravoor Part,628436,Chirakkara,06,Ithikkara,138,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,1514.0,5817.0,3.84214003,428.0,2716.0,3101.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,301.0,28.0,0.0,0.0,0.0,0.0,28.0,Paravoor,4.0,6183.287020658507,6183.287020658507,1997471.695566081,Administrative Boundary,Survey of India (SOI),Kerala,8.841487798845922,76.68454697771347
366,366,34815.0,Parippally,628437,"Kalluvathukkal, Chirakkara","09, 06",Ithikkara,138,Kollam,5688,Kollam,Kollam,559,Kollam,KL,32, ,India,Rural,7445.0,29371.0,3.9450638,1741.0,13526.0,15845.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,51.0,0.0,0.0,0.0,0.0,37.0,37.0,1653.0,1530.0,160.0,0.0,0.0,0.0,0.0,160.0,Paravoor,10.0,28059.77777318044,28059.77777318044,22032425.99372671,Administrative Boundary,Survey of India (SOI),Kerala,8.813922712237462,76.75639268472993
296,296,34745.0,Alappad,628357,Alappad,01,Karunagappally,128,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,5229.0,21655.0,4.14132721,760.0,10689.0,10966.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,300.0,11.0,0.0,0.0,0.0,0.0,0.0,157.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,Kollam,21.0,18869.557951069237,18869.557951069237,4294669.207493459,Administrative Boundary,Survey of India (SOI),Kerala,9.052509881353691,76.5035074255886
420,420,34869.0,Mynagappally,628380,Mynagappally,06,Karunagappally,128,Kunnathur,5685,Sasthamkotta,Kollam,559,Kollam,KL,32, ,India,Rural,10254.0,41027.0,4.00107275,1970.0,19494.0,21533.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,0.0,60.0,0.0,0.0,1.0,10.0,10.0,1701.0,1867.0,42.0,14.0,10.0,0.0,0.0,18.0,Kollam,20.0,21428.671904360977,21428.671904360977,20394444.03331179,Administrative Boundary,Survey of India (SOI),Kerala,9.03905877429757,76.58509301222274
371,371,34820.0,Kareepra,628414,"Kareepra, Ezhukone","09, 02",Kottarakkara,136,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,7774.0,30099.0,3.87175199,2330.0,14090.0,16009.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,1696.0,4.0,0.0,0.0,180.0,0.0,0.0,431.0,338.0,113.0,33.0,80.0,0.0,0.0,0.0,Kollam,20.0,23031.307337624687,23031.307337624687,23035605.378928497,Administrative Boundary,Survey of India (SOI),Kerala,8.945886767923477,76.72617895279528
409,409,34858.0,Neduvathoor,628412,Neduvathoor,03,Kottarakkara,136,Kottarakkara,5687,Kottarakkara,Kollam,559,Kollam,KL,32, ,India,Rural,6478.0,24749.0,3.82046928,1970.0,11768.0,12981.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,1619.0,25.0,25.0,0.0,0.0,0.0,0.0,Punalur,20.0,24202.49485368296,24202.49485368296,17401617.35463812,Administrative Boundary,Survey of India (SOI),Kerala,9.00533271895099,76.73917697773858
294,294,34743.0,Clappana,628358,Clappana,02,Oachira,129,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,5699.0,22250.0,3.90419372,1022.0,10428.0,11822.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Available,Available,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,631.0,130.0,0.0,130.0,0.0,0.0,0.0,Kayamkulam,10.0,16436.089201935487,16436.089201935487,13960886.555931956,Administrative Boundary,Survey of India (SOI),Kerala,9.110047484132968,76.4903769834304
400,400,34849.0,Pavumba,628360,Thazhava,03,Oachira,129,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,4482.0,17230.0,3.84426595,1182.0,8059.0,9171.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,821.0,1.0,0.0,0.0,271.0,0.0,0.0,0.0,10.0,78.0,42.0,29.0,8.0,0.0,0.0,Kayamkulam,15.0,19298.056625008725,19298.056625008725,12461437.76109864,Administrative Boundary,Survey of India (SOI),Kerala,9.108155940207011,76.58711212097768
399,399,34848.0,Thazhava,628359,Thazhava,03,Oachira,129,Karunagappally,5684,Karunagappally,Kollam,559,Kollam,KL,32, ,India,Rural,5995.0,23341.0,3.89341118,1194.0,10818.0,12523.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,69.0,0.0,0.0,0.0,0.0,148.0,148.0,793.0,1116.0,10.0,0.0,10.0,0.0,0.0,0.0,Kayamkulam,14.0,18420.733053648622,18420.733053648622,12143655.78772731,Administrative Boundary,Survey of India (SOI),Kerala,9.096953360696135,76.55168286606997
